tSNE1,tSNE2,Split,Folder
-18.10132,19.107283,Strat,7TZS_Molecule_6
8.275534,-41.720356,Total,7TZS_Molecule_7
-15.781559,13.7196865,Total,7TZS_Molecule_8
24.643103,11.499739,Total,7TZS_Molecule_9
-17.662945,9.241223,Total,7TZS_Z1
-20.91343,11.916976,Total,7TZT
-15.850553,9.562371,Total,7TZU
-32.682392,21.472807,Total,7U0Y
7.4916472,-8.531779,Total,7W9N
22.975655,6.6503015,Strat,7WGW
1.5900779,-4.10567,Total,7WGW_G
0.2733307,1.6119113,Total,7WGW_GDP
-0.4502963,1.6684115,Total,7WGW_GMP
0.73869294,1.8253384,Total,7WGW_GTP
2.0818958,-2.9478433,Total,7WGW_acyclovir
1.9767632,-3.6329703,Total,7WGW_dG
-0.39069995,1.317837,Total,7WGW_dGMP
0.46791655,2.3849149,Total,7WGW_dGTP
2.0974927,-3.4567647,Total,7WGW_ganciclovir
3.2443874,-3.371004,Total,7WGW_guanine
4.796139,20.411848,Total,7WI9
-11.892509,28.051754,Strat,7WIE
11.504557,29.10083,Total,7WIE_5-methyl-THF
1.0011705,22.99444,Total,7WIE_6-Biopterin
11.835744,29.690094,Total,7WIE_Folinic_acid
0.4823221,22.02682,Total,7WIF
-0.25080323,21.88528,Total,7WII
-10.041966,-17.7119,Total,7X8M
-10.431059,9.258276,Total,7X8M_Aniline_analog_6
-21.502043,-24.737604,Total,7X8M_Quindoline_CK1-14
-31.977455,-10.067436,Total,7X8M_coptisine
22.017345,35.922924,Total,7XD5_2-Guanidinio_Succinic_Acid
23.542276,35.42377,Strat,7XD5_3-guanidinic_propionic_acid
23.9698,36.17429,Total,7XD5_4-guanidinic_butyric_acid
24.467539,36.72662,Total,7XD5_5-guanidinic_valeric_acid
24.482124,37.32406,Total,7XD5_6-guanidinic_caproic_acid
23.540329,36.99248,Strat,7XD5_D_arginine
25.485687,33.844666,Total,7XD5_Ethyl_Guanidinium
23.271278,33.8834,Total,7XD5_Guanidine-acetic_acid
22.89029,34.91327,Total,7XD5_Guanidinic_Formic_acid
25.621962,33.30167,Total,7XD5_Guanidinium
23.130163,30.563097,Strat,7XD5_Guanyl-Urea
23.058964,35.919094,Total,7XD5_L-2-Amino-3-guanidinic_propionic_acid
22.898548,36.47553,Total,7XD5_L-2-Amino-4-guanidinic_butyric_acid
23.538876,36.49218,Total,7XD5_L-2-Hydroxy-5-Guanidic_valericacid
20.235723,36.490456,Total,7XD5_L-Canavanine
23.358477,38.315712,Total,7XD5_L-Leucyl_-L-Arginine
24.187155,35.576912,Total,7XD5_L-ORNITHINE
24.567759,36.117996,Total,7XD5_L-_L_lysine
25.490501,37.45313,Total,7XD5_L-arginine_amide
23.020437,30.46573,Total,7XD5_L-citrulline
23.978254,37.470123,Strat,7XD5_L-homoarginine
22.966383,37.30725,Total,7XD5_L_arginine
25.643843,33.61931,Total,7XD5_Methyl_Guanidinium
21.658176,38.165512,Total,7XD5_N-Acetyl-L-arginine
25.14711,39.692013,Total,7XD5_N_Benzoyl-L-Arginine_Ethyl_Ester
46.157475,-12.836536,Total,7XD5_Neomycin
46.192776,-12.853463,Total,7XD5_Streptomycin
23.237764,30.729004,Total,7XD5_UREA
25.857855,36.97027,Total,7XD5_agmatine
24.07107,34.833237,Total,7XD5_creatine
25.349892,35.072887,Total,7XD5_creatinine
26.402218,35.892017,Total,7XD5_deoxy_Guanosine
26.337454,35.872253,Total,7XD5_dideoxy_Guanosine
25.592655,39.099636,Total,7XD5_l-arginine_ethyl_ester
25.683775,39.06815,Total,7XD5_l_arginine_methyl_ester
-14.176382,-23.941128,Total,7YVW
-42.689804,-18.203154,Total,7Z9P
-42.67801,-18.206625,Total,7Z9P_Hoechst_33258
-31.971899,-12.696241,Total,8ABD_BRACO-19
-25.971992,-16.733088,Total,8ABD_NDI-DM
-31.704771,-11.849992,Strat,8ABD_PIQ-4m
-31.83507,-10.80285,Total,8ABD_SYUIQ-5
-32.864937,-2.8637805,Total,8ABD_TO
-7.3368506,-20.362486,Total,8ABN
-2.2655847,-24.09456,Total,8CF2
-20.27374,-5.232627,Total,8CF2_SMN-C5
-6.720385,24.344858,Total,8D28
-7.807562,25.267645,Total,"8D28_1,3-dimethyluric_acid"
-8.049639,9.633261,Total,8D28_1-carboxypropyl_theophylline
-11.3073435,26.307467,Total,8D28_1-methylxanthine
-7.426497,24.397764,Total,8D28_3-methylxanthine
-11.261348,25.909958,Total,8D28_7-methylxanthine
-8.924107,23.035048,Total,8D28_Compound_1
-13.420038,25.790413,Strat,8D28_Compound_10
-23.202131,8.234214,Total,8D28_Compound_11
-40.79849,4.2769957,Total,8D28_Compound_12
-6.5975494,21.349247,Total,8D28_Compound_13
-21.333168,25.899235,Total,8D28_Compound_14
-21.216291,25.958021,Total,8D28_Compound_17
-7.574804,23.688702,Total,8D28_Compound_18
-14.134754,25.885387,Total,8D28_Compound_19
-15.329792,26.033472,Total,8D28_Compound_20
-26.11357,10.570696,Total,8D28_Compound_21
-16.376623,25.14907,Total,8D28_Compound_22
-9.283664,9.539003,Total,8D28_Compound_23
-7.7033215,22.931202,Strat,8D28_Compound_24
-21.810564,8.409192,Total,8D28_Compound_25
-14.471276,25.850815,Total,8D28_Compound_26
3.483779,10.687504,Total,8D28_Compound_27
-6.058102,21.872246,Total,8D28_Compound_28
-26.017595,10.53392,Total,8D28_Compound_29
-9.097356,22.277836,Total,8D28_Compound_3
-21.166313,8.521979,Total,8D28_Compound_30
-22.710821,8.371019,Total,8D28_Compound_31
-11.9634495,24.907574,Total,8D28_Compound_32
-9.484728,20.983885,Total,8D28_Compound_33
-25.626064,10.399165,Total,8D28_Compound_34
-24.570704,10.125733,Total,8D28_Compound_35
9.067582,-41.037865,Strat,8D28_Compound_36
-21.723778,25.45393,Total,8D28_Compound_4
-21.369675,25.82772,Total,8D28_Compound_6
-9.058746,21.591145,Strat,8D28_Compound_7
-25.20868,6.3582397,Total,8D28_Compound_8
-7.897024,26.2733,Total,8D28_caffeine
-11.410685,26.43836,Total,8D28_hypoxanthine
-4.065255,-5.4565554,Total,8D2A
-4.098924,-5.477538,Total,8D2B
-10.267241,25.437752,Strat,8D5L
-3.4491267,-5.227403,Strat,8D5O
-17.154125,-19.70523,Total,8EC1
-6.068508,17.725397,Total,8EYU
-25.170937,32.07831,Total,8EYV
-25.224083,32.086506,Total,8F0N
-16.993242,-20.041117,Total,8F1S
0.8289833,-26.065746,Total,8FB4
-17.190235,-19.739397,Total,8FDR
7.0080957,-41.426624,Total,8FHV
-26.112906,32.244305,Total,8FHZ
-10.913213,17.132824,Strat,8FI0
-4.640296,18.389208,Total,8HZD
-3.8398595,17.036562,Total,8HZE
-5.196465,17.898779,Total,8HZF
-5.126713,17.90368,Total,8HZJ
15.97372,21.25574,Total,8HZK
-3.7545788,16.985033,Total,8HZL
-6.798775,-17.680492,Total,8IF5
6.9058805,-9.193749,Total,8IF5_AFG1
12.941348,39.925304,Total,8OLS
-14.898729,12.026842,Total,8OLV
13.04378,39.871883,Total,8OLZ
25.389063,18.677635,Total,8OM0
-24.081095,-16.39915,Total,8QMH
-2.1935086,-23.425966,Total,8R62
-1.9336421,-22.182816,Total,8R63
-2.5374281,-23.778423,Total,8R8P
12.486117,40.169853,Total,8RUJ
8.346792,-13.546127,Total,8T5O
-35.425724,-30.167185,Strat,8T7B
-16.432877,-20.099512,Total,8T7X
-18.030148,-20.186907,Total,8T80
-17.333996,-21.296164,Total,8TA8
-37.03872,-23.920584,Total,8TA9
-35.518658,-29.941687,Total,8TAJ
-36.37013,-29.869923,Total,8TAP
-37.328163,-24.033873,Total,8TB3
-37.48681,-23.78332,Total,8TB4
-36.190125,-18.820969,Total,8TB8
-36.14094,-18.876835,Total,8TBD
-36.577244,-29.775127,Strat,8TBO
-36.36878,-29.362411,Total,8TC6
-38.457256,-23.53721,Total,8TDT
-17.254555,-34.835506,Total,8WU5
1.4494653,19.965967,Total,8XZE
1.6003036,21.38467,Total,8XZM
1.3777065,21.405931,Total,8XZN
-7.029947,32.09388,Total,8XZO
-7.109437,32.40389,Total,8XZR
2.7956161,19.382217,Total,8XZW
15.524613,30.759113,Total,8XZW_5-methyl-THF
21.624142,22.865196,Total,8XZW_6-Biopterin
15.372464,30.533285,Strat,8XZW_Folinic_acid
15.535726,30.690283,Total,8XZW_folic_acid
-3.358688,-8.883341,Total,8YAM
-6.628992,-0.8905993,Total,8YAM_Compound_1
-6.5354457,-0.3967748,Total,8YAM_Compound_2
-7.1139627,0.118731536,Total,8YAM_Compound_3
-6.3835635,-0.60259426,Total,8YAM_Compound_5
-5.224615,-0.5167831,Total,8YAM_Compound_6
-5.570262,-0.5599591,Total,8YAM_Compound_7
-6.758824,-1.528512,Total,8YAM_Compound_9
-28.89851,-1.8887366,Strat,8YAN
-0.30833134,-23.849888,Total,9CPD
-0.7420338,-25.465824,Total,9CPG
-0.25530583,-24.947735,Total,9CPI
